year,total_pr,scenario,model
1959,34.64,ssp370,GFDL-ESM4
1960,30.49,ssp370,GFDL-ESM4
1961,33.95,ssp370,GFDL-ESM4
1962,33.17,ssp370,GFDL-ESM4
1963,29.23,ssp370,GFDL-ESM4
1964,30.02,ssp370,GFDL-ESM4
1965,27.56,ssp370,GFDL-ESM4
1966,29.55,ssp370,GFDL-ESM4
1967,31.87,ssp370,GFDL-ESM4
1968,32.68,ssp370,GFDL-ESM4
1969,29.79,ssp370,GFDL-ESM4
1970,31.93,ssp370,GFDL-ESM4
1971,27.37,ssp370,GFDL-ESM4
1972,32.43,ssp370,GFDL-ESM4
1973,28.08,ssp370,GFDL-ESM4
1974,28.23,ssp370,GFDL-ESM4
1975,29.95,ssp370,GFDL-ESM4
1976,28.66,ssp370,GFDL-ESM4
1977,34.86,ssp370,GFDL-ESM4
1978,34.78,ssp370,GFDL-ESM4
1979,31.0,ssp370,GFDL-ESM4
1980,25.75,ssp370,GFDL-ESM4
1981,32.3,ssp370,GFDL-ESM4
1982,29.04,ssp370,GFDL-ESM4
1983,30.74,ssp370,GFDL-ESM4
1984,29.81,ssp370,GFDL-ESM4
1985,29.96,ssp370,GFDL-ESM4
1986,29.9,ssp370,GFDL-ESM4
1987,31.7,ssp370,GFDL-ESM4
1988,30.43,ssp370,GFDL-ESM4
1989,30.81,ssp370,GFDL-ESM4
1990,29.54,ssp370,GFDL-ESM4
1991,30.18,ssp370,GFDL-ESM4
1992,29.78,ssp370,GFDL-ESM4
1993,30.28,ssp370,GFDL-ESM4
1994,32.13,ssp370,GFDL-ESM4
1995,28.05,ssp370,GFDL-ESM4
1996,30.79,ssp370,GFDL-ESM4
1997,29.39,ssp370,GFDL-ESM4
1998,29.85,ssp370,GFDL-ESM4
1999,28.81,ssp370,GFDL-ESM4
2000,30.67,ssp370,GFDL-ESM4
2001,33.66,ssp370,GFDL-ESM4
2002,32.29,ssp370,GFDL-ESM4
2003,29.96,ssp370,GFDL-ESM4
2004,25.43,ssp370,GFDL-ESM4
2005,33.97,ssp370,GFDL-ESM4
2006,30.2,ssp370,GFDL-ESM4
2007,28.31,ssp370,GFDL-ESM4
2008,29.53,ssp370,GFDL-ESM4
2009,31.41,ssp370,GFDL-ESM4
2010,28.77,ssp370,GFDL-ESM4
2011,33.62,ssp370,GFDL-ESM4
2012,33.09,ssp370,GFDL-ESM4
2013,27.94,ssp370,GFDL-ESM4
2014,25.89,ssp370,GFDL-ESM4
2015,25.7,ssp370,GFDL-ESM4
2016,31.58,ssp370,GFDL-ESM4
2017,30.74,ssp370,GFDL-ESM4
2018,30.04,ssp370,GFDL-ESM4
2019,29.03,ssp370,GFDL-ESM4
2020,30.96,ssp370,GFDL-ESM4
2021,30.38,ssp370,GFDL-ESM4
2022,30.82,ssp370,GFDL-ESM4
2023,29.56,ssp370,GFDL-ESM4
2024,32.73,ssp370,GFDL-ESM4
2025,34.37,ssp370,GFDL-ESM4
2026,30.33,ssp370,GFDL-ESM4
2027,26.57,ssp370,GFDL-ESM4
2028,29.82,ssp370,GFDL-ESM4
2029,29.67,ssp370,GFDL-ESM4
2030,33.22,ssp370,GFDL-ESM4
2031,35.45,ssp370,GFDL-ESM4
2032,32.17,ssp370,GFDL-ESM4
2033,32.74,ssp370,GFDL-ESM4
2034,31.49,ssp370,GFDL-ESM4
2035,31.55,ssp370,GFDL-ESM4
2036,33.13,ssp370,GFDL-ESM4
2037,35.67,ssp370,GFDL-ESM4
2038,30.27,ssp370,GFDL-ESM4
2039,29.91,ssp370,GFDL-ESM4
2040,30.95,ssp370,GFDL-ESM4
2041,32.32,ssp370,GFDL-ESM4
2042,30.12,ssp370,GFDL-ESM4
2043,28.34,ssp370,GFDL-ESM4
2044,29.84,ssp370,GFDL-ESM4
2045,33.2,ssp370,GFDL-ESM4
2046,28.5,ssp370,GFDL-ESM4
2047,31.87,ssp370,GFDL-ESM4
2048,29.49,ssp370,GFDL-ESM4
2049,27.24,ssp370,GFDL-ESM4
2050,31.96,ssp370,GFDL-ESM4
2051,30.21,ssp370,GFDL-ESM4
2052,31.77,ssp370,GFDL-ESM4
2053,35.9,ssp370,GFDL-ESM4
2054,30.97,ssp370,GFDL-ESM4
2055,29.75,ssp370,GFDL-ESM4
2056,31.0,ssp370,GFDL-ESM4
2057,34.56,ssp370,GFDL-ESM4
2058,31.05,ssp370,GFDL-ESM4
2059,30.28,ssp370,GFDL-ESM4
2060,29.99,ssp370,GFDL-ESM4
2061,26.34,ssp370,GFDL-ESM4
2062,27.99,ssp370,GFDL-ESM4
2063,28.8,ssp370,GFDL-ESM4
2064,32.93,ssp370,GFDL-ESM4
2065,31.88,ssp370,GFDL-ESM4
2066,27.01,ssp370,GFDL-ESM4
2067,25.02,ssp370,GFDL-ESM4
2068,28.89,ssp370,GFDL-ESM4
2069,29.76,ssp370,GFDL-ESM4
2070,26.2,ssp370,GFDL-ESM4
2071,25.94,ssp370,GFDL-ESM4
2072,34.06,ssp370,GFDL-ESM4
2073,38.53,ssp370,GFDL-ESM4
2074,36.76,ssp370,GFDL-ESM4
2075,29.44,ssp370,GFDL-ESM4
2076,27.46,ssp370,GFDL-ESM4
2077,32.84,ssp370,GFDL-ESM4
2078,31.68,ssp370,GFDL-ESM4
2079,32.45,ssp370,GFDL-ESM4
2080,35.62,ssp370,GFDL-ESM4
2081,34.66,ssp370,GFDL-ESM4
2082,28.37,ssp370,GFDL-ESM4
2083,28.91,ssp370,GFDL-ESM4
2084,29.37,ssp370,GFDL-ESM4
2085,31.99,ssp370,GFDL-ESM4
2086,32.61,ssp370,GFDL-ESM4
2087,31.03,ssp370,GFDL-ESM4
2088,33.74,ssp370,GFDL-ESM4
2089,33.34,ssp370,GFDL-ESM4
2090,33.18,ssp370,GFDL-ESM4
2091,29.05,ssp370,GFDL-ESM4
2092,24.13,ssp370,GFDL-ESM4
2093,36.16,ssp370,GFDL-ESM4
2094,34.36,ssp370,GFDL-ESM4
2095,32.05,ssp370,GFDL-ESM4
2096,31.74,ssp370,GFDL-ESM4
2097,32.05,ssp370,GFDL-ESM4
2098,35.0,ssp370,GFDL-ESM4
2099,31.31,ssp370,GFDL-ESM4
2100,30.34,ssp370,GFDL-ESM4
1950,30.08,ssp370,INM-CM4-8
1951,32.11,ssp370,INM-CM4-8
1952,30.93,ssp370,INM-CM4-8
1953,29.67,ssp370,INM-CM4-8
1954,32.26,ssp370,INM-CM4-8
1955,29.62,ssp370,INM-CM4-8
1956,27.83,ssp370,INM-CM4-8
1957,31.3,ssp370,INM-CM4-8
1958,28.85,ssp370,INM-CM4-8
1959,31.5,ssp370,INM-CM4-8
1960,32.85,ssp370,INM-CM4-8
1961,29.35,ssp370,INM-CM4-8
1962,30.96,ssp370,INM-CM4-8
1963,34.28,ssp370,INM-CM4-8
1964,28.87,ssp370,INM-CM4-8
1965,28.59,ssp370,INM-CM4-8
1966,31.09,ssp370,INM-CM4-8
1967,29.24,ssp370,INM-CM4-8
1968,34.07,ssp370,INM-CM4-8
1969,30.94,ssp370,INM-CM4-8
1970,26.17,ssp370,INM-CM4-8
1971,30.38,ssp370,INM-CM4-8
1972,29.49,ssp370,INM-CM4-8
1973,30.41,ssp370,INM-CM4-8
1974,32.88,ssp370,INM-CM4-8
1975,26.87,ssp370,INM-CM4-8
1976,30.65,ssp370,INM-CM4-8
1977,28.65,ssp370,INM-CM4-8
1978,32.27,ssp370,INM-CM4-8
1979,32.55,ssp370,INM-CM4-8
1980,29.93,ssp370,INM-CM4-8
1981,28.18,ssp370,INM-CM4-8
1982,26.75,ssp370,INM-CM4-8
1983,26.64,ssp370,INM-CM4-8
1984,30.24,ssp370,INM-CM4-8
1985,29.86,ssp370,INM-CM4-8
1986,29.8,ssp370,INM-CM4-8
1987,30.23,ssp370,INM-CM4-8
1988,29.9,ssp370,INM-CM4-8
1989,28.51,ssp370,INM-CM4-8
1990,32.91,ssp370,INM-CM4-8
1991,27.26,ssp370,INM-CM4-8
1992,31.66,ssp370,INM-CM4-8
1993,29.29,ssp370,INM-CM4-8
1994,30.2,ssp370,INM-CM4-8
1995,26.62,ssp370,INM-CM4-8
1996,28.29,ssp370,INM-CM4-8
1997,32.51,ssp370,INM-CM4-8
1998,33.63,ssp370,INM-CM4-8
1999,35.18,ssp370,INM-CM4-8
2000,27.39,ssp370,INM-CM4-8
2001,31.67,ssp370,INM-CM4-8
2002,32.14,ssp370,INM-CM4-8
2003,26.09,ssp370,INM-CM4-8
2004,28.53,ssp370,INM-CM4-8
2005,28.27,ssp370,INM-CM4-8
2006,32.97,ssp370,INM-CM4-8
2007,27.54,ssp370,INM-CM4-8
2008,33.13,ssp370,INM-CM4-8
2009,33.94,ssp370,INM-CM4-8
2010,33.72,ssp370,INM-CM4-8
2011,32.24,ssp370,INM-CM4-8
2012,29.1,ssp370,INM-CM4-8
2013,31.83,ssp370,INM-CM4-8
2014,29.55,ssp370,INM-CM4-8
2015,31.6,ssp370,INM-CM4-8
2016,32.62,ssp370,INM-CM4-8
2017,33.47,ssp370,INM-CM4-8
2018,36.24,ssp370,INM-CM4-8
2019,28.44,ssp370,INM-CM4-8
2020,26.74,ssp370,INM-CM4-8
2021,32.08,ssp370,INM-CM4-8
2022,32.2,ssp370,INM-CM4-8
2023,30.71,ssp370,INM-CM4-8
2024,32.6,ssp370,INM-CM4-8
2025,29.84,ssp370,INM-CM4-8
2026,33.24,ssp370,INM-CM4-8
2027,34.19,ssp370,INM-CM4-8
2028,39.37,ssp370,INM-CM4-8
2029,34.19,ssp370,INM-CM4-8
2030,31.36,ssp370,INM-CM4-8
2031,29.51,ssp370,INM-CM4-8
2032,30.65,ssp370,INM-CM4-8
2033,31.1,ssp370,INM-CM4-8
2034,31.04,ssp370,INM-CM4-8
2035,33.46,ssp370,INM-CM4-8
2036,31.02,ssp370,INM-CM4-8
2037,32.53,ssp370,INM-CM4-8
2038,39.25,ssp370,INM-CM4-8
2039,35.44,ssp370,INM-CM4-8
2040,30.65,ssp370,INM-CM4-8
2041,31.35,ssp370,INM-CM4-8
2042,30.1,ssp370,INM-CM4-8
2043,32.2,ssp370,INM-CM4-8
2044,33.82,ssp370,INM-CM4-8
2045,28.9,ssp370,INM-CM4-8
2046,30.86,ssp370,INM-CM4-8
2047,29.45,ssp370,INM-CM4-8
2048,29.17,ssp370,INM-CM4-8
2049,29.12,ssp370,INM-CM4-8
2050,32.16,ssp370,INM-CM4-8
2051,25.89,ssp370,INM-CM4-8
2052,29.11,ssp370,INM-CM4-8
2053,27.52,ssp370,INM-CM4-8
2054,27.34,ssp370,INM-CM4-8
2055,33.09,ssp370,INM-CM4-8
2056,36.17,ssp370,INM-CM4-8
2057,33.01,ssp370,INM-CM4-8
2058,28.29,ssp370,INM-CM4-8
2059,33.35,ssp370,INM-CM4-8
2060,30.9,ssp370,INM-CM4-8
2061,28.94,ssp370,INM-CM4-8
2062,35.64,ssp370,INM-CM4-8
2063,32.74,ssp370,INM-CM4-8
2064,25.43,ssp370,INM-CM4-8
2065,28.87,ssp370,INM-CM4-8
2066,33.67,ssp370,INM-CM4-8
2067,31.33,ssp370,INM-CM4-8
2068,36.53,ssp370,INM-CM4-8
2069,34.03,ssp370,INM-CM4-8
2070,34.67,ssp370,INM-CM4-8
2071,26.66,ssp370,INM-CM4-8
2072,31.74,ssp370,INM-CM4-8
2073,30.84,ssp370,INM-CM4-8
2074,33.35,ssp370,INM-CM4-8
2075,36.41,ssp370,INM-CM4-8
2076,30.28,ssp370,INM-CM4-8
2077,28.58,ssp370,INM-CM4-8
2078,31.02,ssp370,INM-CM4-8
2079,33.8,ssp370,INM-CM4-8
2080,30.06,ssp370,INM-CM4-8
2081,31.69,ssp370,INM-CM4-8
2082,27.75,ssp370,INM-CM4-8
2083,29.82,ssp370,INM-CM4-8
2084,25.96,ssp370,INM-CM4-8
2085,33.98,ssp370,INM-CM4-8
2086,35.73,ssp370,INM-CM4-8
2087,28.78,ssp370,INM-CM4-8
2088,29.49,ssp370,INM-CM4-8
2089,31.71,ssp370,INM-CM4-8
2090,35.38,ssp370,INM-CM4-8
2091,36.66,ssp370,INM-CM4-8
2092,35.81,ssp370,INM-CM4-8
2093,32.96,ssp370,INM-CM4-8
2094,32.75,ssp370,INM-CM4-8
2095,33.45,ssp370,INM-CM4-8
2096,31.48,ssp370,INM-CM4-8
2097,34.75,ssp370,INM-CM4-8
2098,29.42,ssp370,INM-CM4-8
2099,32.96,ssp370,INM-CM4-8
2100,39.27,ssp370,INM-CM4-8
1950,31.23,ssp370,INM-CM5-0
1951,32.7,ssp370,INM-CM5-0
1952,31.28,ssp370,INM-CM5-0
1953,24.51,ssp370,INM-CM5-0
1954,29.23,ssp370,INM-CM5-0
1955,29.07,ssp370,INM-CM5-0
1956,35.32,ssp370,INM-CM5-0
1957,34.78,ssp370,INM-CM5-0
1958,33.68,ssp370,INM-CM5-0
1959,29.5,ssp370,INM-CM5-0
1960,25.06,ssp370,INM-CM5-0
1961,33.3,ssp370,INM-CM5-0
1962,29.15,ssp370,INM-CM5-0
1963,27.06,ssp370,INM-CM5-0
1964,28.96,ssp370,INM-CM5-0
1965,29.26,ssp370,INM-CM5-0
1966,30.55,ssp370,INM-CM5-0
1967,28.9,ssp370,INM-CM5-0
1968,31.88,ssp370,INM-CM5-0
1969,29.1,ssp370,INM-CM5-0
1970,29.19,ssp370,INM-CM5-0
1971,30.04,ssp370,INM-CM5-0
1972,29.55,ssp370,INM-CM5-0
1973,31.05,ssp370,INM-CM5-0
1974,26.59,ssp370,INM-CM5-0
1975,27.02,ssp370,INM-CM5-0
1976,35.21,ssp370,INM-CM5-0
1977,29.83,ssp370,INM-CM5-0
1978,30.24,ssp370,INM-CM5-0
1979,30.35,ssp370,INM-CM5-0
1980,31.8,ssp370,INM-CM5-0
1981,30.35,ssp370,INM-CM5-0
1982,33.1,ssp370,INM-CM5-0
1983,31.66,ssp370,INM-CM5-0
1984,28.42,ssp370,INM-CM5-0
1985,29.21,ssp370,INM-CM5-0
1986,29.99,ssp370,INM-CM5-0
1987,30.08,ssp370,INM-CM5-0
1988,31.37,ssp370,INM-CM5-0
1989,27.44,ssp370,INM-CM5-0
1990,32.09,ssp370,INM-CM5-0
1991,32.27,ssp370,INM-CM5-0
1992,32.79,ssp370,INM-CM5-0
1993,30.87,ssp370,INM-CM5-0
1994,26.56,ssp370,INM-CM5-0
1995,29.88,ssp370,INM-CM5-0
1996,30.17,ssp370,INM-CM5-0
1997,28.58,ssp370,INM-CM5-0
1998,31.87,ssp370,INM-CM5-0
1999,30.02,ssp370,INM-CM5-0
2000,30.28,ssp370,INM-CM5-0
2001,30.84,ssp370,INM-CM5-0
2002,28.95,ssp370,INM-CM5-0
2003,34.65,ssp370,INM-CM5-0
2004,32.5,ssp370,INM-CM5-0
2005,32.67,ssp370,INM-CM5-0
2006,33.47,ssp370,INM-CM5-0
2007,30.72,ssp370,INM-CM5-0
2008,28.48,ssp370,INM-CM5-0
2009,29.51,ssp370,INM-CM5-0
2010,28.59,ssp370,INM-CM5-0
2011,30.52,ssp370,INM-CM5-0
2012,33.24,ssp370,INM-CM5-0
2013,32.24,ssp370,INM-CM5-0
2014,30.02,ssp370,INM-CM5-0
2015,32.11,ssp370,INM-CM5-0
2016,30.1,ssp370,INM-CM5-0
2017,31.98,ssp370,INM-CM5-0
2018,33.11,ssp370,INM-CM5-0
2019,32.59,ssp370,INM-CM5-0
2020,33.21,ssp370,INM-CM5-0
2021,26.79,ssp370,INM-CM5-0
2022,33.38,ssp370,INM-CM5-0
2023,33.5,ssp370,INM-CM5-0
2024,34.57,ssp370,INM-CM5-0
2025,34.07,ssp370,INM-CM5-0
2026,28.71,ssp370,INM-CM5-0
2027,29.83,ssp370,INM-CM5-0
2028,26.09,ssp370,INM-CM5-0
2029,33.5,ssp370,INM-CM5-0
2030,26.03,ssp370,INM-CM5-0
2031,34.15,ssp370,INM-CM5-0
2032,30.14,ssp370,INM-CM5-0
2033,28.09,ssp370,INM-CM5-0
2034,29.46,ssp370,INM-CM5-0
2035,27.77,ssp370,INM-CM5-0
2036,28.87,ssp370,INM-CM5-0
2037,29.96,ssp370,INM-CM5-0
2038,31.28,ssp370,INM-CM5-0
2039,31.68,ssp370,INM-CM5-0
2040,28.0,ssp370,INM-CM5-0
2041,27.83,ssp370,INM-CM5-0
2042,28.08,ssp370,INM-CM5-0
2043,31.75,ssp370,INM-CM5-0
2044,30.67,ssp370,INM-CM5-0
2045,32.92,ssp370,INM-CM5-0
2046,30.75,ssp370,INM-CM5-0
2047,31.99,ssp370,INM-CM5-0
2048,28.75,ssp370,INM-CM5-0
2049,33.88,ssp370,INM-CM5-0
2050,34.49,ssp370,INM-CM5-0
2051,30.59,ssp370,INM-CM5-0
2052,36.28,ssp370,INM-CM5-0
2053,28.82,ssp370,INM-CM5-0
2054,36.29,ssp370,INM-CM5-0
2055,28.43,ssp370,INM-CM5-0
2056,27.37,ssp370,INM-CM5-0
2057,30.68,ssp370,INM-CM5-0
2058,32.73,ssp370,INM-CM5-0
2059,31.22,ssp370,INM-CM5-0
2060,29.54,ssp370,INM-CM5-0
2061,30.35,ssp370,INM-CM5-0
2062,36.97,ssp370,INM-CM5-0
2063,37.05,ssp370,INM-CM5-0
2064,33.14,ssp370,INM-CM5-0
2065,28.82,ssp370,INM-CM5-0
2066,30.9,ssp370,INM-CM5-0
2067,37.56,ssp370,INM-CM5-0
2068,32.93,ssp370,INM-CM5-0
2069,29.74,ssp370,INM-CM5-0
2070,25.49,ssp370,INM-CM5-0
2071,31.75,ssp370,INM-CM5-0
2072,31.76,ssp370,INM-CM5-0
2073,28.54,ssp370,INM-CM5-0
2074,29.51,ssp370,INM-CM5-0
2075,34.09,ssp370,INM-CM5-0
2076,30.31,ssp370,INM-CM5-0
2077,29.29,ssp370,INM-CM5-0
2078,34.04,ssp370,INM-CM5-0
2079,31.58,ssp370,INM-CM5-0
2080,30.05,ssp370,INM-CM5-0
2081,28.84,ssp370,INM-CM5-0
2082,33.18,ssp370,INM-CM5-0
2083,29.11,ssp370,INM-CM5-0
2084,32.27,ssp370,INM-CM5-0
2085,36.66,ssp370,INM-CM5-0
2086,31.83,ssp370,INM-CM5-0
2087,33.65,ssp370,INM-CM5-0
2088,28.72,ssp370,INM-CM5-0
2089,33.02,ssp370,INM-CM5-0
2090,31.55,ssp370,INM-CM5-0
2091,33.2,ssp370,INM-CM5-0
2092,32.26,ssp370,INM-CM5-0
2093,32.65,ssp370,INM-CM5-0
2094,28.8,ssp370,INM-CM5-0
2095,30.83,ssp370,INM-CM5-0
2096,29.71,ssp370,INM-CM5-0
2097,29.54,ssp370,INM-CM5-0
2098,35.83,ssp370,INM-CM5-0
2099,30.48,ssp370,INM-CM5-0
2100,27.37,ssp370,INM-CM5-0
1950,28.97,ssp370,IPSL-CM6A-LR
1951,32.32,ssp370,IPSL-CM6A-LR
1952,31.64,ssp370,IPSL-CM6A-LR
1953,29.56,ssp370,IPSL-CM6A-LR
1954,28.07,ssp370,IPSL-CM6A-LR
1955,31.45,ssp370,IPSL-CM6A-LR
1956,29.7,ssp370,IPSL-CM6A-LR
1957,28.13,ssp370,IPSL-CM6A-LR
1958,30.82,ssp370,IPSL-CM6A-LR
1959,26.38,ssp370,IPSL-CM6A-LR
1960,30.98,ssp370,IPSL-CM6A-LR
1961,30.96,ssp370,IPSL-CM6A-LR
1962,30.19,ssp370,IPSL-CM6A-LR
1963,30.91,ssp370,IPSL-CM6A-LR
1964,30.29,ssp370,IPSL-CM6A-LR
1965,31.55,ssp370,IPSL-CM6A-LR
1966,29.81,ssp370,IPSL-CM6A-LR
1967,27.31,ssp370,IPSL-CM6A-LR
1968,34.87,ssp370,IPSL-CM6A-LR
1969,29.86,ssp370,IPSL-CM6A-LR
1970,27.59,ssp370,IPSL-CM6A-LR
1971,31.82,ssp370,IPSL-CM6A-LR
1972,32.91,ssp370,IPSL-CM6A-LR
1973,29.8,ssp370,IPSL-CM6A-LR
1974,30.39,ssp370,IPSL-CM6A-LR
1975,28.16,ssp370,IPSL-CM6A-LR
1976,28.66,ssp370,IPSL-CM6A-LR
1977,25.93,ssp370,IPSL-CM6A-LR
1978,29.24,ssp370,IPSL-CM6A-LR
1979,33.43,ssp370,IPSL-CM6A-LR
1980,36.17,ssp370,IPSL-CM6A-LR
1981,32.71,ssp370,IPSL-CM6A-LR
1982,28.68,ssp370,IPSL-CM6A-LR
1983,31.14,ssp370,IPSL-CM6A-LR
1984,26.41,ssp370,IPSL-CM6A-LR
1985,26.5,ssp370,IPSL-CM6A-LR
1986,27.92,ssp370,IPSL-CM6A-LR
1987,31.27,ssp370,IPSL-CM6A-LR
1988,32.28,ssp370,IPSL-CM6A-LR
1989,32.0,ssp370,IPSL-CM6A-LR
1990,27.22,ssp370,IPSL-CM6A-LR
1991,32.3,ssp370,IPSL-CM6A-LR
1992,28.98,ssp370,IPSL-CM6A-LR
1993,32.18,ssp370,IPSL-CM6A-LR
1994,29.99,ssp370,IPSL-CM6A-LR
1995,27.8,ssp370,IPSL-CM6A-LR
1996,30.87,ssp370,IPSL-CM6A-LR
1997,28.97,ssp370,IPSL-CM6A-LR
1998,30.22,ssp370,IPSL-CM6A-LR
1999,30.61,ssp370,IPSL-CM6A-LR
2000,33.72,ssp370,IPSL-CM6A-LR
2001,30.95,ssp370,IPSL-CM6A-LR
2002,32.83,ssp370,IPSL-CM6A-LR
2003,27.32,ssp370,IPSL-CM6A-LR
2004,27.76,ssp370,IPSL-CM6A-LR
2005,31.46,ssp370,IPSL-CM6A-LR
2006,33.32,ssp370,IPSL-CM6A-LR
2007,25.05,ssp370,IPSL-CM6A-LR
2008,28.61,ssp370,IPSL-CM6A-LR
2009,34.97,ssp370,IPSL-CM6A-LR
2010,30.19,ssp370,IPSL-CM6A-LR
2011,33.19,ssp370,IPSL-CM6A-LR
2012,31.66,ssp370,IPSL-CM6A-LR
2013,28.92,ssp370,IPSL-CM6A-LR
2014,30.21,ssp370,IPSL-CM6A-LR
2015,29.9,ssp370,IPSL-CM6A-LR
2016,32.85,ssp370,IPSL-CM6A-LR
2017,35.59,ssp370,IPSL-CM6A-LR
2018,32.2,ssp370,IPSL-CM6A-LR
2019,28.16,ssp370,IPSL-CM6A-LR
2020,31.34,ssp370,IPSL-CM6A-LR
2021,32.4,ssp370,IPSL-CM6A-LR
2022,29.37,ssp370,IPSL-CM6A-LR
2023,33.78,ssp370,IPSL-CM6A-LR
2024,32.06,ssp370,IPSL-CM6A-LR
2025,34.67,ssp370,IPSL-CM6A-LR
2026,30.86,ssp370,IPSL-CM6A-LR
2027,30.39,ssp370,IPSL-CM6A-LR
2028,33.4,ssp370,IPSL-CM6A-LR
2029,34.76,ssp370,IPSL-CM6A-LR
2030,28.07,ssp370,IPSL-CM6A-LR
2031,29.98,ssp370,IPSL-CM6A-LR
2032,34.18,ssp370,IPSL-CM6A-LR
2033,31.38,ssp370,IPSL-CM6A-LR
2034,30.46,ssp370,IPSL-CM6A-LR
2035,35.0,ssp370,IPSL-CM6A-LR
2036,32.43,ssp370,IPSL-CM6A-LR
2037,31.21,ssp370,IPSL-CM6A-LR
2038,38.59,ssp370,IPSL-CM6A-LR
2039,35.34,ssp370,IPSL-CM6A-LR
2040,34.4,ssp370,IPSL-CM6A-LR
2041,30.48,ssp370,IPSL-CM6A-LR
2042,31.22,ssp370,IPSL-CM6A-LR
2043,28.27,ssp370,IPSL-CM6A-LR
2044,29.82,ssp370,IPSL-CM6A-LR
2045,30.51,ssp370,IPSL-CM6A-LR
2046,35.97,ssp370,IPSL-CM6A-LR
2047,28.84,ssp370,IPSL-CM6A-LR
2048,29.71,ssp370,IPSL-CM6A-LR
2049,35.77,ssp370,IPSL-CM6A-LR
2050,30.12,ssp370,IPSL-CM6A-LR
2051,36.02,ssp370,IPSL-CM6A-LR
2052,38.44,ssp370,IPSL-CM6A-LR
2053,31.98,ssp370,IPSL-CM6A-LR
2054,29.31,ssp370,IPSL-CM6A-LR
2055,38.28,ssp370,IPSL-CM6A-LR
2056,29.44,ssp370,IPSL-CM6A-LR
2057,31.26,ssp370,IPSL-CM6A-LR
2058,32.4,ssp370,IPSL-CM6A-LR
