year,state,GrowingSea,scenario
2086,WY,152.50628905526665,ssp245
2087,WY,147.28176405768335,ssp245
2088,WY,143.1441663833631,ssp245
2089,WY,144.24382934454997,ssp245
2090,WY,141.7083903460451,ssp245
2091,WY,144.18623471347985,ssp245
2092,WY,145.18408614670437,ssp245
2093,WY,145.05164073640816,ssp245
2094,WY,151.1825085895022,ssp245
2095,WY,148.535174054906,ssp245
2096,WY,148.9784911605175,ssp245
2097,WY,147.27578452500737,ssp245
2098,WY,143.4592958973584,ssp245
2099,WY,143.8647904249407,ssp245
2100,WY,148.87378788580332,ssp245
1950,NY,147.1776749612262,ssp245
1951,NY,152.63215470611925,ssp245
1952,NY,151.39210068360887,ssp245
1953,NY,150.4775771611474,ssp245
1954,NY,153.16302747358588,ssp245
1955,NY,146.94840102680664,ssp245
1956,NY,145.9727888109265,ssp245
1957,NY,146.82114021512058,ssp245
1958,NY,150.80357447511958,ssp245
1959,NY,147.44578324942518,ssp245
1960,NY,144.18405293962095,ssp245
1961,NY,147.46239224168016,ssp245
1962,NY,147.76384370282295,ssp245
1963,NY,146.59562258051545,ssp245
1964,NY,146.8470262437978,ssp245
1965,NY,141.9934446656744,ssp245
1966,NY,147.48233209762896,ssp245
1967,NY,147.67341676826226,ssp245
1968,NY,145.07078894938383,ssp245
1969,NY,142.95159281330936,ssp245
1970,NY,143.4872643547121,ssp245
1971,NY,146.7226856373572,ssp245
1972,NY,148.99472479757097,ssp245
1973,NY,148.51549402055142,ssp245
1974,NY,148.12721043477595,ssp245
1975,NY,146.1972067526005,ssp245
1976,NY,147.79228562429145,ssp245
1977,NY,144.10965263986822,ssp245
1978,NY,151.45928066358985,ssp245
1979,NY,151.17748249469528,ssp245
1980,NY,152.18008816234408,ssp245
1981,NY,148.5026892836355,ssp245
1982,NY,147.9443702831307,ssp245
1983,NY,144.0489735106521,ssp245
1984,NY,144.92752196213215,ssp245
1985,NY,149.3263901490626,ssp245
1986,NY,151.07123915597037,ssp245
1987,NY,153.55161727047997,ssp245
1988,NY,152.48126224980726,ssp245
1989,NY,152.09010675148323,ssp245
1990,NY,150.81818522273946,ssp245
1991,NY,151.5849709840134,ssp245
1992,NY,145.8736120919266,ssp245
1993,NY,147.76980704144964,ssp245
1994,NY,154.66842355784703,ssp245
1995,NY,153.85013072492868,ssp245
1996,NY,153.57829838560326,ssp245
1997,NY,151.313740971623,ssp245
1998,NY,152.70825739131578,ssp245
1999,NY,153.90511604488293,ssp245
2000,NY,155.81563842193938,ssp245
2001,NY,155.5563205215433,ssp245
2002,NY,158.58499390653196,ssp245
2003,NY,153.91028830775483,ssp245
2004,NY,153.78023500052893,ssp245
2005,NY,154.76538342636263,ssp245
2006,NY,158.18188807202338,ssp245
2007,NY,156.97470128608785,ssp245
2008,NY,158.6061324881119,ssp245
2009,NY,163.54149703105918,ssp245
2010,NY,161.328753857946,ssp245
2011,NY,160.56420636680338,ssp245
2012,NY,156.69645778048078,ssp245
2013,NY,162.08896462717456,ssp245
2014,NY,157.79532296588494,ssp245
2015,NY,158.61461811540457,ssp245
2016,NY,158.37266357365274,ssp245
2017,NY,164.3661909893031,ssp245
2018,NY,161.10279898657754,ssp245
2019,NY,158.76657854758452,ssp245
2020,NY,161.5591818666766,ssp245
2021,NY,160.32161937800248,ssp245
2022,NY,161.48054050095973,ssp245
2023,NY,165.06380456354003,ssp245
2024,NY,171.264883363376,ssp245
2025,NY,166.1476238485536,ssp245
2026,NY,165.62568245173023,ssp245
2027,NY,173.45522832372453,ssp245
2028,NY,165.79882051969602,ssp245
2029,NY,165.6170728099704,ssp245
2030,NY,170.0990774807432,ssp245
2031,NY,167.49030412676467,ssp245
2032,NY,170.58458283695825,ssp245
2033,NY,174.14202431492464,ssp245
2034,NY,167.85148636920027,ssp245
2035,NY,170.8553966264176,ssp245
2036,NY,169.16301764825957,ssp245
2037,NY,166.0048651440134,ssp245
2038,NY,167.0371499642909,ssp245
2039,NY,171.38634153858825,ssp245
2040,NY,172.27919687390045,ssp245
2041,NY,171.55738270242847,ssp245
2042,NY,171.9331490018352,ssp245
2043,NY,172.98326664970577,ssp245
2044,NY,171.7040068092671,ssp245
2045,NY,176.4379859767713,ssp245
2046,NY,173.3850521615586,ssp245
2047,NY,174.73731748821916,ssp245
2048,NY,172.72670059807496,ssp245
2049,NY,175.8436022003594,ssp245
2050,NY,169.56784277389855,ssp245
2051,NY,174.31200433610988,ssp245
2052,NY,176.69874283154033,ssp245
2053,NY,171.5084948886482,ssp245
2054,NY,173.92632863702812,ssp245
2055,NY,179.33813964704012,ssp245
2056,NY,171.8590684273493,ssp245
2057,NY,179.00787649787105,ssp245
2058,NY,176.04537631990382,ssp245
2059,NY,180.2395932477247,ssp245
2060,NY,174.89922046950238,ssp245
2061,NY,176.59526306809514,ssp245
2062,NY,173.7918667522453,ssp245
2063,NY,180.86576268115812,ssp245
2064,NY,175.6024912614097,ssp245
2065,NY,177.68738437748047,ssp245
2066,NY,176.78508930677998,ssp245
2067,NY,180.92277338001577,ssp245
2068,NY,181.94699628094375,ssp245
2069,NY,183.8209982634155,ssp245
2070,NY,177.64178819558725,ssp245
2071,NY,179.86903732273674,ssp245
2072,NY,178.07353515880064,ssp245
2073,NY,177.71470172575422,ssp245
2074,NY,181.34871358082793,ssp245
2075,NY,181.52928040103072,ssp245
2076,NY,186.32130008272233,ssp245
2077,NY,179.68945142103763,ssp245
2078,NY,179.46888313113843,ssp245
2079,NY,179.9971227015522,ssp245
2080,NY,180.36101904351727,ssp245
2081,NY,182.854298924074,ssp245
2082,NY,180.55100415899173,ssp245
2083,NY,181.67083570850227,ssp245
2084,NY,180.21900131953768,ssp245
2085,NY,183.56820026333097,ssp245
2086,NY,182.94397937495228,ssp245
2087,NY,183.4397307834766,ssp245
2088,NY,185.3926392759646,ssp245
2089,NY,181.5312807652835,ssp245
2090,NY,186.19498518775876,ssp245
2091,NY,184.85571047836493,ssp245
2092,NY,182.42316119815294,ssp245
2093,NY,185.75012639838675,ssp245
2094,NY,182.2327939935124,ssp245
2095,NY,183.5922987530519,ssp245
2096,NY,185.64820152786567,ssp245
2097,NY,185.17196577591895,ssp245
2098,NY,187.90009526578868,ssp245
2099,NY,190.70098571079444,ssp245
2100,NY,184.5414639659908,ssp245
1950,IN,172.58740433838943,ssp245
1951,IN,174.5193408330148,ssp245
1952,IN,174.83998278159203,ssp245
1953,IN,169.2307210402318,ssp245
1954,IN,176.19663582213687,ssp245
1955,IN,175.16159330926777,ssp245
1956,IN,175.03684449423972,ssp245
1957,IN,174.9157481721107,ssp245
1958,IN,175.4050360217082,ssp245
1959,IN,166.98038925232478,ssp245
1960,IN,176.10613350764575,ssp245
1961,IN,174.02430105604955,ssp245
1962,IN,176.50190352871022,ssp245
1963,IN,170.62360786158274,ssp245
1964,IN,175.6167202662407,ssp245
1965,IN,172.9315791876996,ssp245
1966,IN,176.8072490039617,ssp245
1967,IN,173.61159678411636,ssp245
1968,IN,169.04676491767353,ssp245
1969,IN,173.9564524021034,ssp245
1970,IN,175.58622956176984,ssp245
1971,IN,168.53988157237805,ssp245
1972,IN,179.8546977664653,ssp245
1973,IN,178.25875207886418,ssp245
1974,IN,171.67955483814077,ssp245
1975,IN,177.51080610747087,ssp245
1976,IN,177.21439819615327,ssp245
1977,IN,170.23037180788586,ssp245
1978,IN,176.65770255741091,ssp245
1979,IN,179.49313020106308,ssp245
1980,IN,183.20235209447335,ssp245
1981,IN,176.85780172457103,ssp245
1982,IN,176.11547935312322,ssp245
1983,IN,170.5543558635982,ssp245
1984,IN,174.22582856730506,ssp245
1985,IN,178.805807343546,ssp245
1986,IN,176.49817208249132,ssp245
1987,IN,181.80426575526405,ssp245
1988,IN,179.87141775209355,ssp245
1989,IN,179.74368925535092,ssp245
1990,IN,173.43808971229285,ssp245
1991,IN,178.58002612913444,ssp245
1992,IN,176.45439246063043,ssp245
1993,IN,179.68727928463863,ssp245
1994,IN,181.10645233981475,ssp245
1995,IN,181.20201945710576,ssp245
1996,IN,184.95028607996983,ssp245
1997,IN,180.3305069841697,ssp245
1998,IN,180.19733805013115,ssp245
1999,IN,177.21853082546036,ssp245
2000,IN,177.52449958185713,ssp245
2001,IN,179.70343931110642,ssp245
2002,IN,190.3902381650273,ssp245
2003,IN,178.76390739637256,ssp245
2004,IN,193.93091616826203,ssp245
2005,IN,184.34236023845918,ssp245
2006,IN,185.65365503224618,ssp245
2007,IN,188.85507535220194,ssp245
2008,IN,182.10169024994164,ssp245
2009,IN,189.2232878883877,ssp245
2010,IN,188.2656892994217,ssp245
2011,IN,185.47808142887163,ssp245
2012,IN,183.09088616491294,ssp245
2013,IN,188.11411078234252,ssp245
2014,IN,182.2773486074636,ssp245
2015,IN,187.09763960381585,ssp245
2016,IN,188.639119762293,ssp245
2017,IN,189.4040734416084,ssp245
2018,IN,189.97649047302465,ssp245
2019,IN,184.4582436638739,ssp245
2020,IN,184.83535293387723,ssp245
2021,IN,182.54380774526612,ssp245
2022,IN,182.10417269281342,ssp245
2023,IN,192.22212494034804,ssp245
2024,IN,191.82499339258607,ssp245
2025,IN,183.57274718215294,ssp245
2026,IN,192.72017808062049,ssp245
2027,IN,195.6630710621826,ssp245
2028,IN,192.70638653170136,ssp245
2029,IN,184.52930698523886,ssp245
2030,IN,196.04115641923121,ssp245
2031,IN,195.4590261283583,ssp245
2032,IN,201.13109188743618,ssp245
2033,IN,195.27502894689223,ssp245
2034,IN,194.43110043981397,ssp245
2035,IN,195.69863537516892,ssp245
2036,IN,195.7407456796876,ssp245
2037,IN,189.028404050833,ssp245
2038,IN,197.94778117891744,ssp245
2039,IN,192.4985221004992,ssp245
2040,IN,198.38952181854324,ssp245
2041,IN,195.54796919390174,ssp245
2042,IN,192.9104772346419,ssp245
2043,IN,195.24908591844363,ssp245
2044,IN,199.24552377162485,ssp245
2045,IN,205.44835178091407,ssp245
2046,IN,194.6415367817237,ssp245
2047,IN,195.95507059419398,ssp245
2048,IN,199.21525155978958,ssp245
2049,IN,198.65597661989452,ssp245
2050,IN,196.57173771112224,ssp245
2051,IN,200.94727209472043,ssp245
2052,IN,199.32959797516511,ssp245
2053,IN,196.0205772772658,ssp245
2054,IN,195.23648459408614,ssp245
2055,IN,203.92415534362542,ssp245
2056,IN,201.49481062227136,ssp245
2057,IN,198.16559060783857,ssp245
2058,IN,203.86087242200963,ssp245
2059,IN,206.61432940871953,ssp245
2060,IN,201.12538149771106,ssp245
2061,IN,200.58342065320534,ssp245
2062,IN,195.37563083582157,ssp245
2063,IN,200.4934591234665,ssp245
2064,IN,199.89372686526627,ssp245
2065,IN,202.37929145193692,ssp245
2066,IN,203.37420554462483,ssp245
2067,IN,203.9855000277573,ssp245
2068,IN,206.1020026908534,ssp245
2069,IN,205.3851404443549,ssp245
2070,IN,202.04940581986773,ssp245
2071,IN,201.46942835143165,ssp245
2072,IN,197.52329289152644,ssp245
2073,IN,205.3498473254256,ssp245
2074,IN,203.50081581476135,ssp245
2075,IN,205.8352858152211,ssp245
2076,IN,203.95490465830386,ssp245
2077,IN,206.11799749872407,ssp245
2078,IN,207.03449174170953,ssp245
2079,IN,205.2548653694188,ssp245
2080,IN,206.612562218827,ssp245
2081,IN,206.74682852019862,ssp245
2082,IN,203.48610616471223,ssp245
2083,IN,208.09396032241895,ssp245
2084,IN,209.08932562428794,ssp245
2085,IN,205.7044647673812,ssp245
2086,IN,203.6660867933402,ssp245
2087,IN,206.92750709440128,ssp245
2088,IN,206.79782351444132,ssp245
2089,IN,205.6180351450969,ssp245
2090,IN,208.68375770439724,ssp245
2091,IN,207.28893476455062,ssp245
2092,IN,203.76955724342065,ssp245
2093,IN,205.43829507067863,ssp245
2094,IN,209.78503837406203,ssp245
2095,IN,203.472372952354,ssp245
2096,IN,209.72601352949007,ssp245
2097,IN,210.72197043222326,ssp245
2098,IN,213.81517213405644,ssp245
2099,IN,210.92361216930777,ssp245
2100,IN,210.46078253000965,ssp245
1950,KS,183.3031968580294,ssp245
1951,KS,183.91738625554856,ssp245
1952,KS,178.1766018335884,ssp245
1953,KS,179.39194089129788,ssp245
1954,KS,182.7366383450256,ssp245
1955,KS,185.68611608069853,ssp245
1956,KS,180.84046833200438,ssp245
1957,KS,182.88758396156973,ssp245
1958,KS,182.62790756225388,ssp245
1959,KS,178.47046198070626,ssp245
1960,KS,187.08055646649524,ssp245
1961,KS,188.99388993748818,ssp245
1962,KS,185.705518165214,ssp245
1963,KS,179.0529305916039,ssp245
1964,KS,181.9003510136617,ssp245
1965,KS,182.012848378724,ssp245
1966,KS,180.6151136361515,ssp245
1967,KS,183.57086822833094,ssp245
1968,KS,184.68983105559929,ssp245
1969,KS,182.88204914271873,ssp245
1970,KS,181.86507369851122,ssp245
1971,KS,180.07311115784125,ssp245
1972,KS,185.700686290308,ssp245
1973,KS,185.4833173476831,ssp245
1974,KS,181.18697030467655,ssp245
1975,KS,187.46413098562854,ssp245
1976,KS,179.8271878223629,ssp245
1977,KS,181.42786357184247,ssp245
1978,KS,185.3487011723892,ssp245
1979,KS,184.38967816762874,ssp245
1980,KS,188.32899411889062,ssp245
1981,KS,184.4126736003879,ssp245
1982,KS,187.7796267305251,ssp245
1983,KS,176.097790543598,ssp245
1984,KS,185.0408004965922,ssp245
1985,KS,185.40837322905838,ssp245
1986,KS,180.20281836913347,ssp245
1987,KS,182.84431486999407,ssp245
1988,KS,185.7202479161671,ssp245
1989,KS,186.42222657366167,ssp245
1990,KS,184.28287730578293,ssp245
1991,KS,190.22558106864423,ssp245
1992,KS,179.32224026761267,ssp245
1993,KS,179.24340223980852,ssp245
1994,KS,188.57823960667773,ssp245
1995,KS,186.26550214500242,ssp245
1996,KS,195.83188114034317,ssp245
1997,KS,187.52788553377027,ssp245
1998,KS,192.8823965833942,ssp245
1999,KS,186.65074595069265,ssp245
2000,KS,184.09427838998718,ssp245
2001,KS,185.6055967871625,ssp245
2002,KS,193.41083777552907,ssp245
2003,KS,189.56506779287707,ssp245
2004,KS,194.81120872605217,ssp245
2005,KS,194.11487834731238,ssp245
2006,KS,193.10440693942573,ssp245
2007,KS,194.91826099672116,ssp245
2008,KS,191.20037545201157,ssp245
2009,KS,191.26247329272897,ssp245
2010,KS,188.6833265203478,ssp245
2011,KS,191.39498698002856,ssp245
2012,KS,190.6728487338377,ssp245
2013,KS,192.46809759958464,ssp245
2014,KS,190.97150690323323,ssp245
2015,KS,189.412315091528,ssp245
2016,KS,194.26385023272002,ssp245
2017,KS,198.785329613147,ssp245
2018,KS,201.42658972493624,ssp245
2019,KS,196.62762737582864,ssp245
2020,KS,193.15496088593662,ssp245
2021,KS,194.35785399159371,ssp245
2022,KS,191.9191556691142,ssp245
2023,KS,200.16587026182967,ssp245
2024,KS,197.21537165617764,ssp245
2025,KS,197.3527404940957,ssp245
2026,KS,199.49423404022892,ssp245
2027,KS,207.81618467400477,ssp245
2028,KS,196.54409671195947,ssp245
2029,KS,196.5324980050339,ssp245
2030,KS,203.78101174814827,ssp245
2031,KS,199.1370200103451,ssp245
2032,KS,204.47231144924964,ssp245
2033,KS,204.06083040908075,ssp245
2034,KS,194.92009649229564,ssp245
2035,KS,201.87253274970922,ssp245
2036,KS,199.8870633286103,ssp245
2037,KS,195.69803156258754,ssp245
2038,KS,203.3666092922,ssp245
2039,KS,200.31326896431366,ssp245
2040,KS,206.41302935273623,ssp245
2041,KS,205.44868074419432,ssp245
2042,KS,199.45568698700524,ssp245
2043,KS,201.99272847566922,ssp245
2044,KS,206.09515025866227,ssp245
2045,KS,206.916288444633,ssp245
2046,KS,203.5362420464326,ssp245
2047,KS,199.54859742105282,ssp245
2048,KS,205.44514629894275,ssp245
2049,KS,209.4019079101687,ssp245
2050,KS,207.90780261136203,ssp245
2051,KS,206.8441699904891,ssp245
2052,KS,205.9512606477451,ssp245
2053,KS,202.29645990130186,ssp245
2054,KS,203.13917244432,ssp245
2055,KS,206.3944677185712,ssp245
2056,KS,209.2880670216154,ssp245
2057,KS,209.11442855915251,ssp245
2058,KS,208.00010958402007,ssp245
2059,KS,209.09413753214415,ssp245
2060,KS,208.3003787583248,ssp245
2061,KS,203.78199878644534,ssp245
2062,KS,204.35484788727018,ssp245
2063,KS,206.58180472837023,ssp245
2064,KS,199.4084321341242,ssp245
2065,KS,210.63857216983433,ssp245
2066,KS,206.2517291043928,ssp245
2067,KS,210.2496078002786,ssp245
2068,KS,211.673646301738,ssp245
2069,KS,209.14132554233126,ssp245
2070,KS,210.21845391113374,ssp245
2071,KS,205.0598726614701,ssp245
2072,KS,205.27669866219566,ssp245
2073,KS,210.5676123854157,ssp245
2074,KS,210.80170355084707,ssp245
2075,KS,212.48142661997136,ssp245
2076,KS,208.88724704248628,ssp245
2077,KS,211.5153697159457,ssp245
2078,KS,210.4653302330735,ssp245
2079,KS,215.59816171457712,ssp245
2080,KS,209.6233859375555,ssp245
2081,KS,209.86112099744454,ssp245
2082,KS,211.3424414129603,ssp245
2083,KS,210.02843993758412,ssp245
2084,KS,215.2259833258685,ssp245
2085,KS,211.68078213127788,ssp245
2086,KS,211.7182477375423,ssp245
2087,KS,212.35882154312333,ssp245
2088,KS,212.61079247072269,ssp245
2089,KS,211.56825647781818,ssp245
2090,KS,212.54920595572406,ssp245
2091,KS,212.1186010770018,ssp245
2092,KS,209.60648807339263,ssp245
2093,KS,214.74806607765444,ssp245
2094,KS,214.24544949216292,ssp245
2095,KS,213.19876200372445,ssp245
2096,KS,218.7099732619307,ssp245
2097,KS,214.382875047427,ssp245
2098,KS,213.94519042432452,ssp245
2099,KS,215.3295976813729,ssp245
2100,KS,210.86721043947796,ssp245
1950,ID,115.4044605530848,ssp245
1951,ID,109.91387003700362,ssp245
1952,ID,113.99728935328213,ssp245
1953,ID,111.23740595216363,ssp245
1954,ID,110.88548499923651,ssp245
1955,ID,115.94501710475564,ssp245
1956,ID,111.72510643956497,ssp245
1957,ID,111.16042436095763,ssp245
1958,ID,114.06258848896573,ssp245
1959,ID,116.36356868069372,ssp245
1960,ID,111.98449279293568,ssp245
1961,ID,116.08074879817441,ssp245
1962,ID,111.71973605948277,ssp245
1963,ID,107.02507219079554,ssp245
1964,ID,110.0371261765089,ssp245
1965,ID,108.56237349750631,ssp245
1966,ID,112.30994878899199,ssp245
1967,ID,111.43146987150119,ssp245
1968,ID,110.11191968472009,ssp245
1969,ID,106.2394988492519,ssp245
1970,ID,103.41310710441125,ssp245
1971,ID,108.02894520963878,ssp245
1972,ID,111.91341255831588,ssp245
1973,ID,105.4823724168143,ssp245
1974,ID,115.59362540723042,ssp245
1975,ID,115.82188051611035,ssp245
1976,ID,109.18011104754257,ssp245
1977,ID,118.01484033267263,ssp245
1978,ID,110.20268035741033,ssp245
1979,ID,113.34172666967629,ssp245
1980,ID,114.89040218385189,ssp245
1981,ID,114.71835938414858,ssp245
1982,ID,116.04064255051598,ssp245
1983,ID,105.56052964265888,ssp245
1984,ID,113.71608688557416,ssp245
1985,ID,116.31502328981027,ssp245
1986,ID,113.43309306859202,ssp245
1987,ID,112.37216058886739,ssp245
1988,ID,109.76768819390301,ssp245
1989,ID,114.52549091723365,ssp245
1990,ID,118.26442471253736,ssp245
1991,ID,120.16321550919481,ssp245
1992,ID,113.60597153078841,ssp245
1993,ID,107.02761587146219,ssp245
1994,ID,117.8826923903837,ssp245
1995,ID,113.03043248434521,ssp245
1996,ID,123.4137640597891,ssp245
1997,ID,119.13769123620568,ssp245
1998,ID,120.9132615147733,ssp245
1999,ID,121.9060344916282,ssp245
2000,ID,121.22185407244265,ssp245
2001,ID,121.43855724234015,ssp245
2002,ID,125.8916118006557,ssp245
2003,ID,121.90420938130818,ssp245
2004,ID,127.33466919498422,ssp245
2005,ID,128.61578539639274,ssp245
2006,ID,126.24924342371365,ssp245
2007,ID,128.21735880795512,ssp245
2008,ID,126.29073527560575,ssp245
2009,ID,126.02244658732752,ssp245
2010,ID,124.46059496167419,ssp245
2011,ID,128.61992771885963,ssp245
2012,ID,125.04543554142629,ssp245
2013,ID,135.01056773753422,ssp245
2014,ID,134.82208554364087,ssp245
2015,ID,130.0687385611581,ssp245
2016,ID,133.20479967807967,ssp245
2017,ID,137.79446485127056,ssp245
2018,ID,139.30622339024998,ssp245
2019,ID,136.083567463995,ssp245
2020,ID,136.2774469741324,ssp245
2021,ID,136.51365323243124,ssp245
2022,ID,137.4523298176956,ssp245
2023,ID,136.5506193451096,ssp245
2024,ID,138.55537779695646,ssp245
2025,ID,132.87766976211,ssp245
2026,ID,142.2320272252292,ssp245
2027,ID,139.4609823184463,ssp245
2028,ID,137.33697493133488,ssp245
2029,ID,143.14498632355927,ssp245
2030,ID,140.6832297152323,ssp245
2031,ID,137.41931388377228,ssp245
2032,ID,141.71012977704197,ssp245
2033,ID,144.2396379021591,ssp245
2034,ID,141.12712859477125,ssp245
2035,ID,141.20747276069878,ssp245
2036,ID,140.60039752748486,ssp245
2037,ID,148.13992430027227,ssp245
2038,ID,146.24222577377915,ssp245
2039,ID,146.6500158179292,ssp245
2040,ID,140.43120637807564,ssp245
2041,ID,146.37387910807652,ssp245
2042,ID,147.86683444336978,ssp245
2043,ID,144.90762464966414,ssp245
2044,ID,150.87588783715498,ssp245
2045,ID,146.12593859308322,ssp245
2046,ID,149.05575212738242,ssp245
2047,ID,147.51871454923784,ssp245
2048,ID,152.69815275223462,ssp245
2049,ID,152.13492247711628,ssp245
2050,ID,151.06310907588676,ssp245
2051,ID,148.1222266203631,ssp245
2052,ID,146.19594159884363,ssp245
2053,ID,156.88045287542158,ssp245
2054,ID,146.9171503019318,ssp245
2055,ID,153.01096348372582,ssp245
2056,ID,156.1210149588594,ssp245
2057,ID,153.26512210534227,ssp245
2058,ID,151.39102271901643,ssp245
2059,ID,156.35922433600885,ssp245
2060,ID,158.71656840158036,ssp245
2061,ID,155.76643201409925,ssp245
2062,ID,159.01159522364708,ssp245
2063,ID,156.25298189882176,ssp245
2064,ID,151.72460263915247,ssp245
2065,ID,157.35301572350824,ssp245
2066,ID,163.05471088261191,ssp245
2067,ID,156.7371372308745,ssp245
2068,ID,156.0479522444917,ssp245
2069,ID,155.4680287301467,ssp245
2070,ID,155.60895279512883,ssp245
2071,ID,157.91988838642814,ssp245
2072,ID,160.02030526832496,ssp245
2073,ID,161.23898749636626,ssp245
2074,ID,158.59895060505391,ssp245
2075,ID,155.1409938346935,ssp245
2076,ID,159.67930097985436,ssp245
2077,ID,158.1988068873755,ssp245
2078,ID,159.60898837017547,ssp245
2079,ID,160.0289749832813,ssp245
2080,ID,160.33785550642375,ssp245
